Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres,CoverUrl
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062678108""","=""9780062678102""",0,4.14,Harper Voyager,Hardcover,532,2017,2017,2023/01/29,2023/01/16,,,read,,,,1,0,"Middle Eastern Fantasy; Historical Fantasy; Imaginary places, fiction; Fiction, action & adventure; Fiction, fantasy, historical",https://covers.openlibrary.org/b/id/14654588-L.jpg|https://covers.openlibrary.org/b/isbn/9780062678102-L.jpg
25859268,"The Long Cosmos (The Long Earth, #5)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062297376""","=""9780062297372""",0,3.92,Harper,Hardcover,377,2016,2016,2023/01/29,2023/01/07,,,read,,,,1,0,"Fiction; Science Fiction; Fiction, science fiction, general; Space flight; Artificial intelligence",https://covers.openlibrary.org/b/id/13069796-L.jpg|https://covers.openlibrary.org/b/isbn/9780062297372-L.jpg
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.35,Viking,Hardcover,464,2014,2014,2023/01/29,2023/01/16,,,read,,,,1,0,Post-traumatic stress disorder; Treatment; Therapie; Physiopathology; Posttraumatisches Stresssyndrom,https://covers.openlibrary.org/b/id/15156002-L.jpg|https://covers.openlibrary.org/b/isbn/9780670785933-L.jpg
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",0,4.47,Random House,Hardcover,352,2018,2018,2023/01/22,2023/01/08,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/14832082-L.jpg|https://covers.openlibrary.org/b/isbn/9780399590504-L.jpg
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings","=""0393355624""","=""9780393355628""",0,4.26,W. W. Norton & Company,Paperback,400,2018,1985,,2023/01/21,to-read,to-read (#48),to-read,,,,0,0,"Anecdotes; Anecdotes, facetiae, satire; Art; Biography; Humor",https://covers.openlibrary.org/b/id/8826086-L.jpg|https://covers.openlibrary.org/b/isbn/9780393355628-L.jpg
23213813,The Long Utopia (The Long Earth #4),Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""006229735X""","=""9780062297358""",0,3.90,Harper,ebook,373,2015,2015,2023/01/20,2023/01/07,,,read,,,,1,0,"Fiction; Science Fiction; Long Earth (Imaginary place); Fiction, science fiction, general; Fiction, science fiction, action & adventure",https://covers.openlibrary.org/b/id/8568846-L.jpg|https://covers.openlibrary.org/b/isbn/9780062297358-L.jpg
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2023/01/20,to-read,to-read (#47),to-read,,,,0,0,Critical thinking; Information literacy; Prejudices; Social perception; Social indicators,https://covers.openlibrary.org/b/id/9168316-L.jpg|https://covers.openlibrary.org/b/isbn/9781473637467-L.jpg
18586487,"The Long Mars (The Long Earth, #3)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0857521748""","=""9780857521743""",0,3.77,HarperCollins Publishers,Hardcover,353,2014,2014,2023/01/19,2023/01/07,,,read,,,,1,0,"Fiction; Science Fiction; Long Earth (Imaginary place); Fiction, science fiction, general; Natural disasters",https://covers.openlibrary.org/b/id/14649288-L.jpg|https://covers.openlibrary.org/b/isbn/9780857521743-L.jpg
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",0,4.23,Harper Perennial,Paperback,321,2006,1976,,2023/01/19,to-read,to-read (#46),to-read,,,,0,0,English language; Exposition (Rhetoric); Prose literature; Report writing; Rhetoric,https://covers.openlibrary.org/b/id/14811838-L.jpg|https://covers.openlibrary.org/b/isbn/9780060891541-L.jpg
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.25,St. Martin's Press,Hardcover,320,2015,2015,,2023/01/19,to-read,to-read (#45),to-read,,,,0,0,United States; United States. Navy. SEALs. Task Unit Bruiser; American Personal narratives; Campaigns; Leadership,https://covers.openlibrary.org/b/id/12835042-L.jpg|https://covers.openlibrary.org/b/isbn/9781250067050-L.jpg
60149573,Our Missing Hearts,Celeste Ng,"Ng, Celeste",,"=""0593492544""","=""9780593492543""",0,3.79,Penguin Press,Hardcover,335,2022,2022,,2023/01/17,to-read,to-read (#43),to-read,,,,0,0,"nyt:combined-print-and-e-book-fiction=2022-10-23; New York Times bestseller; American literature; Fiction, family life, general; Fiction, asian american",https://covers.openlibrary.org/b/id/12945105-L.jpg|https://covers.openlibrary.org/b/isbn/9780593492543-L.jpg
39279780,Upgrade Soul,Ezra Claytan Daniels,"Daniels, Ezra Claytan",,"=""1549302922""","=""9781549302923""",0,4.09,Oni Press,Paperback,272,2018,2018,,2023/01/17,to-read,to-read (#42),to-read,,,,0,0,"Genetic engineering; Married people; Human cloning; Comic books, strips; Comics & graphic novels, science fiction",https://covers.openlibrary.org/b/id/8313663-L.jpg|https://covers.openlibrary.org/b/isbn/9781549302923-L.jpg
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio García Martínez,"Martínez, Antonio García",,"=""0062458191""","=""9780062458193""",0,3.71,Harper,Hardcover,528,2016,2016,,2023/01/16,to-read,to-read (#41),to-read,,,,0,0,Social media; Management; Internet marketing; Internet industry; Marketing,https://covers.openlibrary.org/b/id/13098350-L.jpg|https://covers.openlibrary.org/b/isbn/9780062458193-L.jpg
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",0,4.14,"Little, Brown and Company",Hardcover,384,2013,2013,,2023/01/16,to-read,to-read (#40),to-read,,,,0,0,Amazon.com (Firm); Electronic commerce; Internet bookstores; Businessmen; History,https://covers.openlibrary.org/b/id/7264584-L.jpg|https://covers.openlibrary.org/b/isbn/9780316219266-L.jpg
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,,2023/01/16,to-read,to-read (#39),to-read,,,,0,0,Industrial management; Industrial productivity; Gestion d'entreprise; Management; New York Times reviewed,https://covers.openlibrary.org/b/id/12722803-L.jpg|https://covers.openlibrary.org/b/isbn/9780679762881-L.jpg
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.08,Ballantine Books,Hardcover,385,2022,2022,,2023/01/17,to-read,to-read (#44),to-read,,,,0,0,,
17573681,Spillover: Animal Infections and the Next Human Pandemic,David Quammen,"Quammen, David",,"=""0393346617""","=""9780393346619""",0,4.42,W. W. Norton & Company,Paperback,592,2013,2012,,2023/01/16,to-read,to-read (#37),to-read,,,,0,0,Animals as carriers of disease; Zoonoses; Epidemics; New York Times reviewed; Communicable diseases in animals,https://covers.openlibrary.org/b/id/10284537-L.jpg|https://covers.openlibrary.org/b/isbn/9780393346619-L.jpg
45358321,Radical Compassion: Learning to Love Yourself and Your World with the Practice of RAIN,Tara Brach,"Brach, Tara",,"=""0525522816""","=""9780525522812""",0,4.21,Penguin Life,Hardcover,288,2019,2019,,2023/01/16,to-read,to-read (#35),to-read,,,,0,0,Psychology,https://covers.openlibrary.org/b/id/9261086-L.jpg|https://covers.openlibrary.org/b/isbn/9780525522812-L.jpg
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.53,Vintage Books,Paperback,1246,1975,1974,,2023/01/16,to-read,to-read (#34),to-read,,,,0,0,"Urban renewal; New york (n.y.), history; Moses, robert, 1888-1981; City planning, united states; History",https://covers.openlibrary.org/b/id/254197-L.jpg|https://covers.openlibrary.org/b/isbn/9780394720241-L.jpg
55886800,"Odyssey (Stephen Fry's Great Mythology, #4)",Stephen Fry,"Fry, Stephen",,"=""1405948418""","=""9781405948418""",0,4.29,Penguin,ebook,448,2024,2024,,2023/01/16,to-read,to-read (#33),to-read,,,,0,0,,https://books.google.com/books/content?id=biJhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9781405948418-L.jpg
41433634,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""0241380375""","=""9780241380376""",0,4.31,Michael Joseph,Paperback,415,2018,2018,,2023/01/16,to-read,to-read (#32),to-read,,,,0,0,"Religion; Heroes; Gods, greek; Mythology, greek",https://covers.openlibrary.org/b/isbn/9780241380376-L.jpg
17167572,"The Long War (The Long Earth, #2)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""006206777X""","=""9780062067777""",0,3.65,HarperCollins Publishers,Hardcover,419,2013,2013,2023/01/14,2023/01/07,,,read,,,,1,0,"Fiction; Science Fiction; Fiction, science fiction, general; Imaginary places, fiction; Long Earth (Imaginary place)",https://covers.openlibrary.org/b/id/14646597-L.jpg|https://covers.openlibrary.org/b/isbn/9780062067777-L.jpg
58988425,Wild Problems: A Guide to the Decisions That Define Us,"Russell ""Russ"" Roberts","Roberts, Russell ""Russ""",,"=""0593418255""","=""9780593418253""",0,3.81,Portfolio,Hardcover,224,2022,2022,,2023/01/08,to-read,to-read (#30),to-read,,,,0,0,,https://books.google.com/books/content?id=_KZPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api|https://covers.openlibrary.org/b/isbn/9780593418253-L.jpg
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.40,Random House,Hardcover,272,2019,2019,,2023/01/16,to-read,to-read (#38),to-read,,,,0,0,,
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""""","=""""",0,4.20,New Harbinger Publications,Paperback,183,2007,2007,,2023/01/16,to-read,to-read (#36),to-read,,,,0,0,,
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"Bach, Richard",,"=""""","=""""",0,4.15,Arrow Books,Paperback,144,2001,1977,,2023/01/08,to-read,to-read (#31),to-read,,,,0,0,,
53138204,Subtract: The Untapped Science of Less,Leidy Klotz,"Klotz, Leidy",,"=""1250249864""","=""9781250249869""",0,3.41,Flatiron Books,Hardcover,304,2021,,,2023/01/08,to-read,to-read (#29),to-read,,,,0,0,Psychology; Self-actualization (Psychology); Stress management,https://covers.openlibrary.org/b/id/10252711-L.jpg|https://covers.openlibrary.org/b/isbn/9781250249869-L.jpg
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.16,Grand Central Publishing,Hardcover,296,2016,2016,,2023/01/08,to-read,to-read (#28),to-read,,,,0,0,Mental work; Distraction; Success; Cognition; Mental fatigue,https://covers.openlibrary.org/b/id/14859612-L.jpg|https://covers.openlibrary.org/b/isbn/9781455586691-L.jpg
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",0,4.25,O'Reilly Media,Paperback,226,2017,2017,,2023/01/08,to-read,to-read (#27),to-read,,,,0,0,Management; Business; Software Development; Professional employees; Personnel management,https://covers.openlibrary.org/b/id/8667305-L.jpg|https://covers.openlibrary.org/b/isbn/9781491973899-L.jpg
36645100,Inspired: How to Create Tech Products Customers Love (Silicon Valley Product Group),Marty Cagan,"Cagan, Marty",,"=""1119387566""","=""9781119387565""",0,4.23,Wiley,Kindle Edition,349,2017,2008,,2023/01/08,to-read,to-read (#26),to-read,,,,0,0,Quality of products; Production planning; Consommateurs; Satisfaction; Produits nouveaux,https://covers.openlibrary.org/b/isbn/9781119387565-L.jpg
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.38,Magrathea Publishing,Kindle Edition,244,2020,2020,,2023/01/08,to-read,to-read (#25),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/14589694-L.jpg|https://covers.openlibrary.org/b/isbn/9781544514208-L.jpg
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2023/01/08,to-read,to-read (#24),to-read,,,,0,0,Random variables; Business; Chance; Nonfiction; Investments,https://covers.openlibrary.org/b/id/606479-L.jpg|https://covers.openlibrary.org/b/isbn/9780812975215-L.jpg
59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""1787634116""","=""9781787634114""",0,4.31,Bantam Press,Paperback,416,2022,,,2023/01/08,to-read,to-read (#23),to-read,,,,0,0,Economics,https://covers.openlibrary.org/b/id/12742378-L.jpg|https://covers.openlibrary.org/b/isbn/9781787634114-L.jpg
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",0,3.84,Penguin Books,Paperback,260,2009,2008,,2023/01/08,to-read,to-read (#22),to-read,,,,0,0,Business; Choice (Psychology); Consumer behavior; Decision making; Economic aspects,https://covers.openlibrary.org/b/id/11022859-L.jpg|https://covers.openlibrary.org/b/isbn/9780143115267-L.jpg
105687,All Souls: A Family Story from Southie,Michael Patrick MacDonald,"MacDonald, Michael Patrick",,"=""034544177X""","=""9780345441775""",0,4.09,Ballantine Books,Paperback,263,2000,1999,,2023/01/08,to-read,to-read (#21),to-read,,,,0,0,Irish Americans; Social life and customs; Social conditions; Irish American families; Childhood and youth,https://covers.openlibrary.org/b/id/8004745-L.jpg|https://covers.openlibrary.org/b/isbn/9780345441775-L.jpg
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.37,Scribner,Hardcover,368,2017,2017,,2023/01/08,,,read,,,,1,0,,
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.22,Crown,Hardcover,357,2022,2022,,2023/01/08,to-read,to-read (#20),to-read,,,,0,0,nyt:business-books=2022-05-01; New York Times bestseller; Attention; Distraction (Psychology),https://covers.openlibrary.org/b/id/12664855-L.jpg|https://covers.openlibrary.org/b/isbn/9780593138519-L.jpg
58502800,Engineering Management for the Rest of Us,Sarah Drasner,"Drasner, Sarah",,"=""898676931X""","=""9798986769318""",0,4.16,Skill Recordings,Paperback,220,2022,2022,,2023/01/08,to-read,to-read (#19),to-read,,,,0,0,Technology; Business,https://covers.openlibrary.org/b/id/14566623-L.jpg|https://covers.openlibrary.org/b/isbn/9798986769318-L.jpg
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,"=""1607747308""","=""9781607747307""",0,3.88,Ten Speed Press,Hardcover,224,2014,2010,,2023/01/08,to-read,to-read (#18),to-read,,,,0,0,Home economics; Housekeeping; Orderliness; Storage in the home; HOUSE & HOME,https://covers.openlibrary.org/b/id/7367218-L.jpg|https://covers.openlibrary.org/b/isbn/9781607747307-L.jpg
13147230,"The Long Earth (The Long Earth, #1)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062067753""","=""9780062067753""",0,3.79,HarperCollins Harper,Hardcover,336,2012,2012,2023/01/07,2023/01/07,,,read,,,,1,0,Fiction; Science Fiction; Recluses; Space and time; Time travel,https://covers.openlibrary.org/b/isbn/9780062067753-L.jpg
57224204,The Seven Moons of Maali Almeida,Shehan Karunatilaka,"Karunatilaka, Shehan",,"=""1908745908""","=""9781908745903""",0,3.90,Sort of Books,Hardcover,386,2022,2022,,2023/01/01,to-read,to-read (#17),to-read,,,,0,0,English literature; Photographers; Fiction,https://covers.openlibrary.org/b/id/14921359-L.jpg|https://covers.openlibrary.org/b/isbn/9781908745903-L.jpg
59148400,Tomb of Sand,Geetanjali Shree,"Shree, Geetanjali",Daisy Rockwell,"=""1911284614""","=""9781911284611""",0,3.66,Tilted Axis Press,Paperback,739,2021,2018,,2023/01/01,to-read,to-read (#15),to-read,,,,0,0,Indo-iranian philology; partition; feminism; Joint families; Fiction,https://covers.openlibrary.org/b/id/12717343-L.jpg|https://covers.openlibrary.org/b/isbn/9781911284611-L.jpg
57427350,The Wrong End of the Telescope,Rabih Alameddine,"Alameddine, Rabih",,"=""0802157807""","=""9780802157805""",0,4.02,Grove Press,Hardcover,354,2021,2021,,2023/01/01,to-read,to-read (#14),to-read,,,,0,0,Physicians; Fiction; Women physicians; Arab American women; Refugees,https://covers.openlibrary.org/b/id/11250628-L.jpg|https://covers.openlibrary.org/b/isbn/9780802157805-L.jpg
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.18,Harper,ebook,450,2017,2015,,2023/01/08,,,read,,,,1,0,,
42950440,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.28,Audible Studios,Audible Audio,,2020,2020,2023/01/07,2022/10/14,,,read,,,,1,0,,
59576076,The Rabbit Hutch,Tess Gunty,"Gunty, Tess",,"=""""","=""""",0,3.51,Knopf,Hardcover,399,2022,2022,,2023/01/01,to-read,to-read (#16),to-read,,,,0,0,,
55643292,The Thousand Crimes of Ming Tsu,Tom  Lin,"Lin, Tom",,"=""0316542156""","=""9780316542159""",0,3.70,"Little, Brown and Company",Hardcover,275,2021,2021,,2023/01/01,to-read,to-read (#13),to-read,,,,0,0,American literature; Chinese Americans; Fiction; Assassins; Kidnapping,https://covers.openlibrary.org/b/id/10872248-L.jpg|https://covers.openlibrary.org/b/isbn/9780316542159-L.jpg
51183428,The Love Songs of W.E.B. Du Bois,Honorée Fanonne Jeffers,"Jeffers, Honorée Fanonne",,"=""006294293X""","=""9780062942937""",0,4.51,"Harper ",Hardcover,816,2021,2021,,2023/01/01,to-read,to-read (#12),to-read,,,,0,0,Contemporary Women; heritage; nyt:combined-print-and-e-book-fiction=2021-09-12; New York Times bestseller; fiction,https://covers.openlibrary.org/b/id/11926011-L.jpg|https://covers.openlibrary.org/b/isbn/9780062942937-L.jpg
45046566,"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,"Martine, Arkady",,"=""1250186463""","=""9781250186461""",0,4.30,Tor Books,Hardcover,496,2021,2021,,2023/01/01,to-read,to-read (#11),to-read,,,,0,0,American literature; Fiction; Science fiction; Space opera; Life on other planets,https://covers.openlibrary.org/b/id/10718806-L.jpg|https://covers.openlibrary.org/b/isbn/9781250186461-L.jpg
51057191,"Jade Legacy (The Green Bone Saga, #3)",Fonda Lee,"Lee, Fonda",,"=""035651059X""","=""9780356510590""",0,4.62,Orbit,Paperback,713,2021,2021,,2023/01/01,to-read,to-read (#10),to-read,,,,0,0,American literature,https://covers.openlibrary.org/b/id/14691343-L.jpg|https://covers.openlibrary.org/b/isbn/9780356510590-L.jpg
31202835,How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,"Singh, Lilly",,"=""0425286460""","=""9780425286463""",0,3.92,Ballantine Books,Hardcover,315,2017,2017,2022/12/29,2022/12/21,,,read,,,,1,0,Internet personalities; Self-realization; Successful people; Life skills; Self-actualization (Psychology),https://covers.openlibrary.org/b/id/13870752-L.jpg|https://covers.openlibrary.org/b/isbn/9780425286463-L.jpg
